haltestelle;gps_x;gps_y;anfragen_durchschnittsmonat
Hanau-Steinheim Friedhof Süd;8.904518;50.106312;200
Mörfelden-Walldorf-Walldorf Egerländer Straße;8.582721;50.008677;200
Büttelborn-Klein-Gerau Rathaus;8.519316;49.917909;200
Friedrichsdorf Lidl;8.648661;50.257077;200
Niedernhausen In der Farnwiese;8.30916;50.169668;200
Darmstadt Merck-Stadion;8.668515;49.857743;200
Guntersblum, Bahnhof;8.351333;49.791714;200
Rüsselsheim Berliner/Essener Straße;8.432754;49.999213;200
Seeheim-Jugenheim-Jugenheim Ludwigstraße;8.63455;49.756948;200
Hanau Hanauer Straßenbahn;8.933384;50.121368;200
Darmstadt-Wixhausen GSI Helmholtzzentrum;8.676707;49.932251;200
Hattersheim (Main)-Eddersheim An der Lache;8.459568;50.038402;200
Mainhausen-Mainflingen Erwin-Grimm-Ring;9.024502;50.035549;200
Bad Nauheim Usa-Wellenbad;8.743542;50.353216;200
Karben-Groß-Karben Gartenstraße;8.771345;50.230767;200
Mühlheim (Main) Markwald;8.835832;50.108887;200
Ranstadt Bahnhof;8.983571;50.356652;200
Bad Vilbel-Heilsberg Fröbelstraße;8.719591;50.175121;200
Seligenstadt Würzburger Straße (Kleingärten);8.974767;50.040116;200
Erlensee-Langendiebach Bruchköbeler Straße;8.977435;50.17137;200
Offenbach (Main)-Bieber Hamburger Straße;8.798614;50.088268;200
Flörsheim (Main) Stadthalle/Schulzentrum;8.421484;50.012041;200
Frankfurt (Main) Nordpark/Alter Flugplatz;8.667395;50.177299;200
Büttelborn Kirche;8.51182;49.902195;200
Königstein (Taunus) KVB-Klinik;8.474312;50.174335;200
Dillenburg ZOB;;;200
Gießen Theodor-Litt-Schule;;;200
Oberursel (Taunus) Homburger Landstraße;8.598642;50.204295;200
Wiesbaden-Mainz-Kastel Johannes-Goßner-Straße;8.275107;50.017;200
Rüsselsheim-Königstädten Astheimer Straße;8.445695;49.961151;200
Dresden Hauptbahnhof;13.731641;51.040219;200
Reinheim-Spachbrücken Ort;8.826791;49.841887;200
Obertshausen Rathaus;8.84789;50.070803;200
Rüsselsheim Hochheimer Straße;8.40713;49.981742;200
Hanau-Wolfgang Degussa;8.962498;50.120212;200
Darmstadt Botanischer Garten/Vivarium;8.678305;49.867887;200
Dreieich-Dreieichenhain An der Trift;8.686806;50.00646;200
Pfungstadt Zieglerstraße;8.598402;49.803764;200
Rüsselsheim Haßloch;8.456135;49.986432;200
Dreieich-Dreieichenhain Ludwig-Erk-Schule;8.708509;50.002434;200
Darmstadt Alice-Hospital;8.663476;49.87711;200
Wiesbaden Röderstraße;8.238906;50.089394;200
Seeheim-Jugenheim-Seeheim Im Güldenen Wingert;8.648065;49.773176;200
Roßdorf-Gundernhausen Hauptstraße;8.788036;49.871771;200
Gießen Friedensstraße;8.696153;50.581559;200
Offenburg Bahnhof;7.946479;48.476399;200
Gonsenheim, Hugo-Eckener-Str.;8.226147;50.005795;200
Groß-Gerau Marktplatz;8.485933;49.918968;200
Limburg (Lahn) ZOB Nord;8.063889;50.38516;200
Hartenberg, Münchfeld;8.230196;49.996557;200
Kronberg (Taunus) Altkönigschule;8.527001;50.181915;200
Hattersheim (Main)-Okriftel Rathaus;8.50036;50.053583;200
Schöneck-Kilianstädten Bürgertreff;8.854859;50.198842;200
Wiesbaden-Biebrich Herzogsplatz;8.241051;50.046955;200
Darmstadt Mathildenplatz;8.650025;49.874657;200
Kronberg (Taunus)-Oberhöchstadt Limburger Straße;8.533421;50.183064;200
Langen (Hessen) DRK-Altenheim;8.680396;49.99386;200
Wiesbaden Rothstraße;8.230294;50.088273;200
Dreieich-Buchschlag Kirchweg;8.67024;50.024952;200
Karben-Groß-Karben Hessenring;8.767587;50.23258;200
Finthen, Römerquelle;8.175603;49.995476;200
Bad Homburg v.d.H. Hamelstraße;8.604933;50.236358;200
Marburg Rudolphsplatz;;;200
Dreieich-Sprendlingen Berliner Ring Süd;8.685008;50.031768;200
Frankenberg Bahnhof;;;200
Mörfelden-Walldorf-Mörfelden Starkenburgstraße;8.584644;49.985416;200
Lohr Bahnhof;9.580848;50.004364;200
Eschborn Ludwig-Erhard-Straße;8.555378;50.144106;200
Groß-Rohrheim, Bahnhof;8.476697;49.713918;200
Bad Homburg v.d.H. Saalburgstraße/Mitte;8.596064;50.236022;200
Steinbach (Taunus) Taunus Campus;8.561141;50.177873;200
Langen (Hessen) Darmstädter Straße;8.678801;49.986147;200
Offenbach (Main)-Waldheim Neuer Friedhof;8.808123;50.114468;200
Nidderau-Ostheim Raiffeisenbank;8.908549;50.224945;200
Frankfurt (Main) Lerchesberg;8.681033;50.083114;200
Pfungstadt-Eschollbrücken Römer;8.566226;49.811106;200
Hanau Alter Rückinger Weg;8.912276;50.144855;200
Laudenbach, Bahnhof;8.644653;49.612227;200
Hanau-Steinheim Dietzenseestraße;8.901218;50.110161;200
Heigenbrücken;9.380717;50.02281;200
Bad Vilbel-Dortelweil Am Sonnenplatz;8.746035;50.209507;200
Darmstadt-Eberstadt Mittelschneise;8.646525;49.802342;200
Seligenstadt-Froschhausen Am Reitpfad;8.927792;50.055074;200
Darmstadt Nordbad;8.661538;49.886679;200
Frankfurt (Main) Schmickstraße;8.714025;50.107283;200
Offenbach (Main)-Offenbach Ost Danziger Straße;8.795415;50.10943;200
Eschborn Berliner Straße;8.566044;50.138797;200
Hofheim am Taunus Rhein-Main-Therme;8.461548;50.096079;200
Bad Homburg v.d.H.-Gonzenheim Frankenstraße;8.633329;50.220174;200
Alzenau (Ufr);9.06569;50.088681;200
Wiesbaden-Dotzheim Wilh.-Leuschner-Straße;8.197802;50.075147;200
Heidesheim, Bahnhof;8.111432;49.99686;200
Rosbach v.d. Höhe-Rodheim Schwimmbad;8.698293;50.267208;200
Stockstadt (Main);9.063332;49.976561;200
Wiesbaden Wolkenbruch;8.223072;50.093791;200
Bad Homburg v.d.H.-Kirdorf Friedhof;8.60875;50.242731;200
Heusenstamm Wiesenbornweg;8.809598;50.059639;200
Weisenau, Wormser Straße;8.303818;49.983292;200
Bad Soden (Taunus)-Neuenhain Bürgerhaus;8.493549;50.156822;200
Darmstadt Friedrich-Ebert-Platz;8.655268;49.881842;200
Rüsselsheim-Königstädten Kecskemet-Allee;8.448722;49.971819;200
Karben-Groß-Karben Weißer Stein;8.773348;50.241491;200
Frankfurt (Main) Wasserweg;8.695253;50.105727;200
Wiesbaden Eltviller Straße;8.225587;50.077816;200
Speyer, Hbf/ZOB;8.427931;49.324423;200
Wiesbaden-Mainz-Kastel Ruthof;8.270846;50.021046;200
Taunusstein-Bleidenstadt Süd;8.14433;50.135006;200
Neuwied Bf;7.473353;50.431407;200
Hanau-Wolfgang Vor der Pulvermühle;8.958683;50.119741;200
Oberursel (Taunus)-Oberstedten Mittelstedter Str.;8.577121;50.226349;200
Offenbach (Main)-Bieber Markwaldstraße;8.827167;50.084001;200
Eppstein-Bremthal Am Eibenhang;8.361652;50.136411;200
Wetter (Hessen) Bahnhof;;;200
Bad Vilbel-Heilsberg Bodelschwinghstraße;8.714153;50.173768;200
Kelkheim (Taunus)-Ruppertshain Zauberberg;8.404608;50.17734;200
Friedrichsdorf-Seulberg Berliner Straße;8.643032;50.244622;200
Darmstadt Orangerie;8.651971;49.858555;200
Neu-Edingen/Friedrichsfeld, Bf;8.579956;49.448552;200
Kelsterbach Schloßweg;8.528173;50.069523;200
Wiesbaden Leberberg;8.252176;50.085318;200
Altenstadt-Waldsiedlung Bornfloßstraße;8.963849;50.268824;200
Frankfurt (Main) Flughafen Tor 31 intern;8.558646;50.023634;200
Neu-Isenburg Hugenottenallee/Frankfurter Str.;8.69397;50.043794;200
Darmstadt-Kranichstein Gruberstraße;8.681067;49.898401;200
Dreieich-Sprendlingen Berliner Ring West;8.68212;50.032735;200
Hanau-Großauheim Marienstraße;8.951269;50.100295;200
Heusenstamm Theodor-Heuss-Straße;8.788591;50.050815;200
Langen (Hessen) Zimmerstraße;8.668805;49.98729;200
Frankfurt (Main) Falkstraße;8.650793;50.121317;200
Karben-Rendel Taunusblick;8.785927;50.215224;200
Rüsselsheim Thüringer Straße;8.446319;49.983279;200
Ladenburg, Bahnhof;8.602909;49.474224;200
Frankfurt (Main) Weismüllerstraße Ost;8.740882;50.12091;200
Bretzenheim, Bahnstraße;8.246214;49.982162;200
Bretzenheim, Wilh.-Quetsch-Str;8.236487;49.969831;200
Darmstadt Klausenburger Straße;8.624012;49.846753;200
Schweinfurt Hbf;10.212298;50.035206;200
Langen (Hessen) Rheinstraße;8.677936;49.987277;200
Hanau Cranachstraße;8.939057;50.141046;200
Eppertshausen Mitte;8.843194;49.94684;200
Frankfurt (Main) Xaver-Fendt-Straße;8.650689;50.191378;200
Darmstadt-Kranichstein Kesselhutweg;8.686177;49.895906;200
Schwalbach a.Ts. Kronberger Straße (SEV);8.536308;50.163567;200
Kelkheim (Taunus)-Eppenhain;8.392788;50.171789;200
Gonsenheim, Kapellenstr./G.Cen;8.204537;50.001489;200
Bad König-Zell Bahnhof;8.994301;49.719822;200
Frankfurt (Main) Siesmayerstraße;8.659956;50.121668;200
Mörfelden-Walldorf-Mörfelden Dieselstraße;8.569201;49.968247;200
Finthen, Markthalle;8.176585;49.983736;200
Dieburg Aubergenviller Allee;8.832412;49.893907;200
Babenhausen Langstadt Bahnhof;8.946759;49.922133;200
Mainz, Martin-Luther-Straße;8.28001;49.982187;200
Offenbach (Main)-Bieber Ottersfuhrstraße;8.825363;50.085367;200
Dreieich-Offenthal Mainzer Straße;8.742344;49.979472;200
Frankfurt (Main) Heddernheim Kirche;8.646897;50.159604;200
Darmstadt-Eberstadt Von-Ketteler-Straße;8.644914;49.828901;200
Darmstadt Elisabethenstift/Woog;8.667264;49.87348;200
Oberursel (Taunus) Adenauerallee;8.583329;50.200582;200
Bruchköbel-Roßdorf Hanauer Straße;8.911318;50.197537;200
Hofheim am Taunus-Marxheim Flörsheimer Straße;8.43614;50.068681;200
Mörfelden-Walldorf-Mörfelden Rüsselsheimer Straße;8.55782;49.972866;200
Mörfelden-Walldorf-Walldorf Taunusstraße;8.580884;50.004166;200
Frankfurt (Main) Flughafen Tor 25;8.535327;50.041803;200
Niddatal-Ilbenstadt Friedberger Straße;8.798556;50.280766;200
Riedstadt-Erfelden Kirche;8.46583;49.836554;200
Eppstein-Vockenhausen Rathaus;8.376438;50.149208;200
Bretzenheim, Südring;8.238408;49.972983;200
Bad Vilbel Kasseler Straße;8.741604;50.185444;200
Riedstadt-Crumstadt Friedhof;8.510339;49.813289;200
Wölfersheim-Melbach Bahnhof;8.811573;50.379371;200
Hechtsheim, Am Schinnergraben;8.279826;49.964375;200
Oberursel (Taunus)-Bommersheim Bommersheimer St.;8.592661;50.194385;200
Dreieich-Götzenhain Goethering;8.730881;49.998861;200
Darmstadt Knabenschule;8.651404;49.856207;200
Münster (Hessen) Friedrich-Ebert-Straße;8.8651;49.922908;200
Frankfurt (Main) Höllbergstraße;8.657256;50.153176;200
Frankfurt (Main) Hinter den Ulmen;8.663049;50.155233;200
Miltenberg;9.248784;49.70612;200
Neu-Isenburg Dornhofstraße;8.682853;50.045441;200
Sulzbach (Taunus) Eichwaldhallen;8.514591;50.14058;200
Erlensee-Rückingen Kiosk;8.987637;50.157496;200
Büttelborn Volkshaus;8.506212;49.904096;200
Frankfurt (Main) Hafenmühlenweg;8.724176;50.109252;200
Offenbach (Main)-Buchhügel Offenbach-Post;8.770105;50.087415;200
Rotenburg (Fulda) Bahnhof;9.733344;50.997855;200
Darmstadt Otto-Röhm-Straße;8.63278;49.887932;200
Offenbach (Main)-Buchhügel Landgrafenring;8.776785;50.097596;200
Hanau Karlsbader Straße;8.889891;50.130042;200
Montabaur Bf;7.825172;50.444447;200
Darmstadt Lichtenbergschule;8.653497;49.850368;200
Königstein-Falkenstein Johannisbrunnenweg;8.480536;50.189659;200
Hofheim am Taunus-Marxheim Birkenweg;8.433332;50.070493;200
Kriftel Bürgerhaus;8.470675;50.084819;200
Frankfurt (Main) Wiesenhüttenstift;8.697576;50.156402;200
Rüsselsheim Lenbachstraße;8.441571;49.988962;200
Karben-Burg-Gräfenrode Berliner Straße;8.796176;50.258098;200
Wiesbaden-Dotzheim Am Hang;8.201145;50.07993;200
Friedrichsdorf Wachthaus;8.642829;50.257675;200
Hadamar Bahnhof;8.043462;50.446532;200
Flughafen Köln/Bonn Bf;7.119379;50.879102;200
Bad Homburg v.d.H. Engelsgasse;8.604671;50.229961;200
Hanau Ulmenweg;8.941005;50.138274;200
Bad Homburg v.d.H. Kronberger Straße;8.601776;50.238469;200
Darmstadt Heinheimer Straße;8.660371;49.882352;200
Darmstadt-Eberstadt Kirche;8.646169;49.814083;200
Darmstadt-Kranichstein Esselborn/Ökum.GZ;8.682574;49.900935;200
Ludwigshafen, Hauptbahnhof;8.432637;49.476528;200
Mainz, Mombach Bahnhof;8.229023;50.022174;200
Rüsselsheim Berliner Platz;8.430227;49.998243;200
Seligenstadt-Klein-Welzheim Flurstraße;9.009177;50.041089;200
Bad Homburg v.d.H. Kelkheimer Straße;8.596759;50.241647;200
Weiterstadt-Gräfenhausen Am Ohlenbach;8.605315;49.924052;200
Wiesbaden-Biebrich Rathenauplatz;8.240915;50.039891;200
Hanau-Mittelbuchen Raiffeisenstraße;8.889203;50.176872;200
Friedberg (Hessen)-Ossenheim Mitte;8.79385;50.326076;200
Bad Homburg v.d.H. Hindenburgring;8.605918;50.226625;200
Frankfurt (Main) Niedwiesenstraße;8.652843;50.158831;200
Darmstadt Heidenreichstraße;8.671732;49.869024;200
Egelsbach Theodor-Heuss-Straße;8.670699;49.958554;200
Weiterstadt Hallenbad;8.575657;49.905287;200
Mainz, Römersteine;8.251691;49.992002;200
Ginsheim-Gustavsburg-Gustavsburg Am Alten Fährhaus;8.314325;49.997284;200
Rüsselsheim Robert-Bunsen-Straße;8.438548;49.978922;200
Groß-Bieberau Bahnhof;8.825669;49.80511;200
Hartenberg, Hartenbergpark;8.240411;50.00834;200
Rüsselsheim Georg-Kolbe-Straße;8.444402;49.989901;200
Wiesbaden Friedenstraße;8.263888;50.068146;200
Hochheim (Main) Breslauer Ring;8.359406;50.014154;200
Hanau-Wolfgang Nancy-Johnson-Straße;8.948654;50.127183;200
Frankfurt (Main) Stresemann-/Kennedyallee;8.671999;50.098647;200
Nackenheim, Bahnhof;8.341685;49.919162;200
Hattersheim (Main) Goethestraße;8.476624;50.070156;200
Hausen, Mitte;9.210872;49.87053;200
Mainz, Brückenplatz;8.274619;50.003099;200
Raunheim Elbestraße;8.440125;50.006463;200
Ginsheim-Gustavsburg-Ginsheim In der Nachtweid;8.344788;49.972027;200
Bad Homburg v.d.H. Frölingstraße;8.615615;50.221411;200
Groß-Zimmern Ponthierry-Platz;8.827736;49.872228;200
Frankfurt (Main) Flughafen Geb. 543;8.565479;50.026451;200
Hösbach;9.228803;49.999562;200
Offenbach (Main)-Musikerviertel Senefelderstraße;8.762588;50.09011;200
Raunheim Egerländer Straße;8.446415;50.012711;200
Heilbronn Hauptbahnhof;;;200
Neu-Anspach-Anspach Breitestraße;8.509589;50.291932;200
Hattersheim (Main)-Okriftel Am See;8.487807;50.049006;200
Schwalbach (Taunus) IG-Siedlung;8.543435;50.147382;200
Wiesbaden-Dotzheim Polizeihochschule;8.191373;50.086174;200
Rödermark-Waldacker Süd;8.820364;49.996004;200
Hattersheim (Main) Wasserwerkchaussee;8.49268;50.064896;100
Frankfurt (Main) Waldfriedhof Oberrad;8.732014;50.093663;100
Wiesbaden-Nordenstadt Stolberger Straße;8.343973;50.060515;100
Maintal-Dörnigheim Waldsiedlung;8.855522;50.136558;100
Lahntal-Goßfelden Bahnhof;;;100
Gießen Röderring;;;100
Gießen Volkshalle;8.697542;50.586152;100
Eppstein-Bremthal Waldallee;8.356111;50.134951;100
Offenbach (Main)-Mathildenviertel Finanzamt;8.772951;50.103212;100
Offenbach (Main)-Nordend Ludwigstraße;8.750277;50.109018;100
Bad Salzschlirf Bahnhof;9.493437;50.627189;100
Offenbach (Main)-Bieber Carl-Legien-Straße;8.836294;50.084057;100
Neu-Isenburg Kurt-Schumacher-Straße;8.671925;50.053183;100
Mainz, Zitadellenw./Bf. Röm. T;8.279089;49.992632;100
Hanau Kiefernweg;8.939366;50.134798;100
Offenbach (Main)-Buchhügel Seniorenzentrum Ost;8.774255;50.094876;100
Eppertshausen Süd;8.849299;49.943733;100
Schmitten Schillerstraße;8.442394;50.268929;100
Braunschweig, Hauptbahnhof;10.540236;52.252581;100
Pfungstadt Frankensteiner Straße;8.599915;49.79802;100
Königstein (Taunus)-Falkenstein Alt-Falkenstein;8.478692;50.189907;100
Pfungstadt-Hahn Hirtenstraße;8.55305;49.79507;100
Langenselbold Seniorenpark;9.052756;50.177163;100
Butzbach-Griedel Bürgerhaus;8.703575;50.438943;100
Schwalbach (Taunus) Limesbahnhof/Ev. Kirche;8.527385;50.156155;100
Bretzenheim, Lindenm.\Natursch;8.25196;49.9841;100
Rüsselsheim Ernst-Reuter-Straße;8.419583;49.981616;100
Wiesbaden-Klarenthal Flachstraße;8.205936;50.080048;100
Mainhausen-Mainflingen Kettelerstraße;9.023646;50.026873;100
Kronberg (Taunus) Königsteiner Straße;8.502314;50.183313;100
Seligenstadt Querstraße;8.974867;50.048666;100
Rüsselsheim Platanen/Buchenstraße;8.435542;49.996318;100
Langen (Hessen) Feldstraße;8.674623;49.991654;100
Gießen Erdkauter Weg;8.682879;50.57226;100
Hanau Plantagenstraße;8.93171;50.138633;100
Florstadt-Nieder-Florstadt Rat-/Bürgerhaus;8.86944;50.322265;100
Lollar Ortsmitte;8.706429;50.650829;100
Koblenz Bahnhof Stadtmitte/Löhr-Center;7.59076;50.358238;100
Hanau Heumarkt;8.914208;50.132337;100
Pfungstadt-Eich;8.563495;49.804272;100
Fränkisch-Crumbach Kirche;8.858083;49.745278;100
Offenbach (Main)-Waldheim Neuer Friedhof/Ulmenstr.;8.807812;50.113546;100
Oberursel (Taunus) Brüder-Winter-Straße;8.571782;50.202783;100
Bad Homburg v.d.H. Wehrheimer Straße;8.595313;50.241058;100
Raunheim Ringstraße;8.444916;50.005304;100
Schotten Vulkaneum;9.126937;50.504155;100
Bad Schwalbach Bahnhofstraße;8.081313;50.148329;100
Wiesbaden-Dotzheim Schelmengraben;8.182918;50.072498;100
Dietzenbach Ernst-Reuter-Schule;8.777121;50.011438;100
Mannheim, Arena/Maimarkt (DB);8.515815;49.460005;100
Kronberg (Taunus)-Schönberg Mainblick;8.525283;50.186879;100
Rüsselsheim Eichengrund;8.433913;49.994944;100
Eschborn-Niederhöchstadt Langer Weg;8.556137;50.162678;100
Langen (Hessen) Pestalozzistraße;8.675573;49.994472;100
Bad Camberg-Würges Frankfurter Straße;8.278792;50.284576;100
Darmstadt Rosa-Parks-Straße;8.62315;49.860241;100
Dienheim, Bahnhof;8.357086;49.841098;100
Offenbach (Main)-Lauterborn Merianstraße;8.746645;50.085789;100
Dieburg L 3114;8.83149;49.888857;100
Pfungstadt Friedrich-Ebert-Schule;8.591926;49.808196;100
Offenbach (Main)-Mathildenviertel Blücherstraße;8.775022;50.101054;100
Darmstadt Kölner Straße;8.617092;49.88144;100
Oestrich-Winkel-Mittelheim Bahnhof/Altersheim;8.022021;50.002888;100
Schaafheim Ärztehaus;9.004147;49.925265;100
Weiterstadt Wilhelm-Leuschner-Platz;8.582495;49.905788;100
Armsheim, Bahnhof;8.074014;49.808178;100
Laubenheim, Oppenheimer Straße;8.314222;49.964703;100
Oberursel (Taunus)-Oberstedten Linde;8.57924;50.22757;100
Kelkheim (Taunus)-Fischbach Haingraben;8.422422;50.154894;100
Groß-Zimmern Friedhof;8.832862;49.870289;100
Groß-Gerau-Dornberg Helvetia Parc;8.499138;49.909122;100
Langen (Hessen) Lorscher Straße;8.677961;49.981298;100
Frankfurt (Main) Am Felsenkeller;8.696557;50.098484;100
Hanau Hauptfriedhof;8.9294;50.125218;100
Rüsselsheim-Bauschheim Lengfeldstraße;8.379816;49.960094;100
Trebur Astheimer Straße;8.402447;49.928139;100
Idar, Börse;;;100
Hammersbach-Marköbel Friedhof;8.983788;50.222076;100
Friedrichsdorf-Burgholzhausen Max-Planck-Straße;8.656344;50.259162;100
Bischofsheim Georg-Mangold-Schule;8.359735;49.983463;100
Friedberg (Hessen) Burg;8.754215;50.339838;100
Linden-Leihgestern Ringstraße;8.680481;50.525062;100
Heusenstamm Kantstraße;8.792465;50.057577;100
Hattersheim (Main) Herderstraße;8.478403;50.06842;100
Wiesbaden Neuberg;8.244262;50.089604;100
Marburg Christa-Czempiel-Platz;;;100
Iphofen;;;100
Gießen-Wieseck Albert-Osswald-Platz;;;100
Hauptbahnhof West (Bus);12.099617;49.011672;100
Rosbach v.d.Höhe-Ober-Rosbach Die Sang;8.683779;50.295565;100
Frankfurt (Main) Südfriedhof Ost;8.696157;50.090913;100
Darmstadt Klappacher Straße;8.65737;49.853173;100
Rüsselsheim-Königstädten Schwarzwaldstraße;8.456243;49.961992;100
Eschborn Seerose West;8.558682;50.134669;100
Bischofsheim An den Sportstätten;8.347111;49.977005;100
Wiesbaden Brunhildenstraße;8.259394;50.06336;100
Bad Nauheim-Steinfurth Rosensaal;8.747152;50.395832;100
Wiesbaden-Dotzheim Juister Straße;8.209443;50.06215;100
Wiesbaden-Bierstadt Wolfsfeld;8.283932;50.090696;100
Hattersheim (Main) Heinrich-Böll-Schule/Dürerst;8.477691;50.064483;100
Wuppertal Hbf;7.149892;51.254424;100
Strasbourg Bahnhof;7.734067;48.585339;100
Hanau Heraeusstraße;8.924881;50.131113;100
Hanau-Steinheim Fritz-Erler-Straße;8.910851;50.117082;100
Oberursel (Taunus)-Bommersheim Goldackerweg;8.597949;50.200953;100
Darmstadt TZ Rhein Main;8.627742;49.869826;100
Florstadt-Nieder-Mockstadt Goldbachhalle;8.94176;50.330595;100
Bremen Hbf;8.813899;53.083344;100
Groß-Gerau-Dornberg Pforte;8.48682;49.908835;100
Groß-Gerau Siedlerheim;8.494618;49.933975;100
Königstein (Taunus) Taunusgymnasium;8.477669;50.184362;100
Frankfurt (Main) Bruchfeldplatz;8.644329;50.086847;100
Wiesbaden A.-Schlüter-Straße;8.265831;50.064008;100
Riedstadt-Goddelau Philippshospital Pforte;8.502809;49.819303;100
Gemünden (Felda)-Burg-und Nieder Gemünden Bahnhof;9.047584;50.690779;100
Frankfurt (Main) Haingasse;8.758197;50.156185;100
Hofheim am Taunus-Wallau Robert-Bosch-Straße;8.384756;50.064563;100
Bruchsal;8.589946;49.124935;100
Hanau-Großauheim Harzweg;8.951686;50.104318;100
Langenselbold Leipziger Straße;9.050968;50.180055;100
Bad Vilbel Dieselstraße;8.739802;50.18592;100
Dornburg-Frickhofen Bahnhof;8.03055;50.505214;100
Wiesbaden Dotzheimer Str./Bismarckring;8.230915;50.078355;100
Wiesbaden-Sonnenberg Hofgartenplatz;8.264179;50.101676;100
Rodgau-Weiskirchen Liebigstraße;8.896292;50.053855;100
Wehrheim-Pfaffenwiesbach Lindenstraße;8.60881;50.329899;100
Friedberg (Hessen)-Bauernheim Feuerwehr;8.805821;50.338382;100
Lerchenberg, Hindemithstr.;8.197963;49.958625;100
Alsbach-Hähnlein-Alsbach Beuneweg;8.620533;49.746008;100
Wiesbaden Unter den Eichen;8.219252;50.096285;100
Babenhausen Continental;8.953433;49.971305;100
Langen (Hessen) Waldsee;8.622925;50.020421;100
Dieburg Friedhof;8.849512;49.897639;100
Langen (Hessen) Im Ginsterbusch;8.643406;49.987842;100
Weisenau, Heiligkreuzweg\Löhr;8.281188;49.975869;100
Hammersbach-Langen-Bergheim Köbler Weg;8.998122;50.232488;100
Frankfurt (Main) Karl-Ritscher-Anlage;8.646728;50.193124;100
Michelbach (Ufr);9.103154;50.099975;100
Friedberg (Hessen)-Ockstadt Friedberger Straße;8.72743;50.331536;100
Heusenstamm-Rembrücken Am Eichwald;8.850751;50.051185;100
Riedstadt-Wolfskehlen Bahnhof Westseite;8.491307;49.854078;100
Mainz, An der Philippsschanze;8.266098;49.989718;100
Wiesbaden Berufsschulzentrum;8.256361;50.068218;100
Darmstadt-Arheilgen Fritz-Meister-Anlage;8.650001;49.909904;100
Wiesbaden-Bierstadt St. Birgid;;;100
Marburg Ginseldorfer Weg;;;100
Trebur-Astheim Schillerstraße;8.37931;49.937071;100
Darmstadt-Arheilgen Thomas-Mann-Platz;8.660461;49.903395;100
Bad Vilbel Niddastraße;8.737236;50.182935;100
Darmstadt Messplatz;8.656492;49.886804;100
Rüsselsheim Essener Straße;8.427413;50.001488;100
Rüsselsheim Schillerstraße;8.422077;49.998572;100
Mainhausen-Mainflingen Bürgerhaus;9.026021;50.031431;100
Gießen-Kleinlinden Schulgärten;8.648251;50.557359;100
Offenbach (Main)-Rosenhöhe Sportzentrum Rosenhöhe;8.757339;50.077886;100
Taunusstein-Wehen Freiäcker;8.172978;50.147053;100
Wiesbaden Scheffelstraße;8.236229;50.071956;100
Reichelsheim (Wetterau)-Dorn-Assenheim;8.842699;50.338738;100
Baden-Baden;8.190622;48.790152;100
Messel Am Mörsbach;8.744418;49.94048;100
Darmstadt Marienhospital;8.662474;49.851133;100
Steinbach (Taunus) Elisabethweg;8.571433;50.16354;100
Gonsenheim, Gonsbachgärten;8.234611;50.009005;100
Weiterstadt-Gräfenhausen Ostendstraße;8.607882;49.931293;100
Oberzent-Hetzbach Bahnhof;8.992348;49.594767;100
Gießen Schützenstraße;8.665091;50.588517;100
Oberursel (Taunus)-Oberstedten Niederstedter Str.;8.578374;50.225778;100
Rodenbach-Oberrodenbach Kirche;9.06007;50.137468;100
Offenbach (Main)-Mathildenviertel Mainpark;8.768998;50.10699;100
Hohenahr-Erda Rathaus;8.52492;50.67402;100
Oberursel (Taunus)-Oberstedten Grenzstraße;8.564693;50.218459;100
Oberursel (Taunus)-Weißkirchen An der Kreuzwiese;8.600479;50.181399;100
Raunheim Mönchhofallee;8.480969;50.03442;100
Florstadt-Staden Am Park;8.912212;50.329516;100
Niedernhausen-Engenhahn Talstraße;8.24982;50.173135;100
Ober-Mörlen Usatalhalle;8.687341;50.370454;100
Roßdorf OHI;8.768987;49.858213;100
Ortenberg Marktplatz;9.05406;50.35553;100
Mainz, Volkspark;8.288093;49.98673;100
Neu-Isenburg Stoltzestraße;8.683086;50.055573;100
Marburg Gutenbergstraße;;;100
Eschwege Stadtbahnhof;;;100
Hünfeld-Michelsrombach Ortsmitte;;;100
Simmertal, Giloy;;;100
Heddesheim, Bahnhof (RNV);;;100
Münster Hauptbahnhof;7.635768;51.956578;100
Maintal-Hochstadt Bahnhofstraße;8.836039;50.150692;100
Wiesbaden-Mainz-Kastel Mudra Kaserne;8.265992;50.026428;100
Maintal-Bischofsheim Kleeblatt;8.810159;50.153121;100
Weiterstadt Heinrichstraße;8.585585;49.901735;100
Nauheim Thomas-Mann-Straße;8.458333;49.955191;100
Elz Bahnhof;8.038445;50.414094;100
Bischofsheim Treburer Straße;8.356574;49.982437;100
Karben-Groß-Karben Ludwigstraße;8.773353;50.238866;100
Dillenburg-Niederscheld-Süd Bahnhof;8.303347;50.717468;100
Passau Hbf;13.450279;48.57379;100
Mombach, Am Schwermer;8.220266;50.020761;100
Offenbach (Main)-Bürgel Anhalterstraße;8.789729;50.126065;100
Wiesbaden-Biebrich Diesterwegschule;8.229272;50.063209;100
Oberursel (Taunus) Holzweg;8.58109;50.202813;100
Budenheim, Eaubonner Straße;8.16871;50.018542;100
Regensburg Hbf;12.099271;49.011801;100
Schaafheim Heimatring;9.001787;49.927616;100
Mainaschaff;9.08574;49.982402;100
Freigericht-Neuses Hanauer Landstraße;9.135507;50.130468;100
Egelsbach Bahnhof Westseite;8.652906;49.968982;100
